sample_id,v1_included,v2_included,v2_reason,remaining_requirements,financial_scope_flag
002117.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002117.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002117.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002117.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002117.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
002117.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002117.SZ:2025,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002120.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002120.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002120.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002120.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002120.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002120.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002120.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
002120.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002120.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002121.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002121.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002121.SZ:2019,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification;annual_text_certification,
002121.SZ:2020,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
002121.SZ:2021,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
002121.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002121.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
002121.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002121.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002125.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002125.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002125.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002125.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002125.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002125.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002125.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
002125.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002125.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002140.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002140.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002140.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002140.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002140.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002140.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002140.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
002140.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002140.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002141.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002141.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002141.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002141.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002141.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002141.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002141.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
002141.SZ:2024,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
002141.SZ:2025,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
002142.SZ:2017,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
002142.SZ:2018,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
002142.SZ:2019,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
002142.SZ:2020,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
002142.SZ:2021,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
002142.SZ:2022,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
002142.SZ:2023,False,False,ST_history_label_and_input_certification_pending,historical_industry;annual_financial_certification,
002142.SZ:2024,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
002142.SZ:2025,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
002145.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002145.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002145.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002145.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002145.SZ:2021,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification;annual_text_certification,
002145.SZ:2022,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002145.SZ:2023,False,False,ST_history_label_and_input_certification_pending,historical_industry;annual_financial_certification,
002145.SZ:2024,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002145.SZ:2025,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002154.SZ:2017,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002154.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002154.SZ:2019,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002154.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002154.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002154.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002154.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
002154.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002154.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002160.SZ:2017,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification;annual_text_certification,
002160.SZ:2018,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002160.SZ:2019,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002160.SZ:2020,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification;annual_text_certification,
002160.SZ:2021,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification;annual_text_certification,
002160.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002160.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
002160.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002160.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002169.SZ:2017,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002169.SZ:2018,False,False,ST_history_label_and_input_certification_pending,annual_text_certification,
002169.SZ:2019,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002169.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002169.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002169.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002169.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
002169.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002169.SZ:2025,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002174.SZ:2017,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002174.SZ:2018,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002174.SZ:2019,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002174.SZ:2020,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002174.SZ:2021,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002174.SZ:2022,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002174.SZ:2023,False,False,ST_history_label_and_input_certification_pending,historical_industry;annual_financial_certification,
002174.SZ:2024,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification;annual_text_certification,
002174.SZ:2025,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002181.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002181.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002181.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002181.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002181.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002181.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002181.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
002181.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002181.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002185.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002185.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002185.SZ:2019,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002185.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002185.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002185.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002185.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
002185.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002185.SZ:2025,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002198.SZ:2017,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification;annual_text_certification,
002198.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002198.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002198.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002198.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002198.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002198.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
002198.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002198.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002212.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002212.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002212.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002212.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002212.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002212.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002212.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
002212.SZ:2024,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002212.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002222.SZ:2017,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002222.SZ:2018,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002222.SZ:2019,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002222.SZ:2020,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002222.SZ:2021,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002222.SZ:2022,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002222.SZ:2023,False,False,ST_history_label_and_input_certification_pending,historical_industry;annual_financial_certification,
002222.SZ:2024,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002222.SZ:2025,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002223.SZ:2017,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002223.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002223.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002223.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002223.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002223.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002223.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
002223.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002223.SZ:2025,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002224.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002224.SZ:2018,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification;annual_text_certification,
002224.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002224.SZ:2020,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification;annual_text_certification,
002224.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002224.SZ:2022,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification;annual_text_certification,
002224.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
002224.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002224.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002227.SZ:2017,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002227.SZ:2018,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002227.SZ:2019,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002227.SZ:2020,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification;annual_text_certification,
002227.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002227.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002227.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
002227.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002227.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002246.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002246.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002246.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002246.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002246.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002246.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002246.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
002246.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002246.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002249.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002249.SZ:2018,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification;annual_text_certification,
002249.SZ:2019,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification;annual_text_certification,
002249.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002249.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002249.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002249.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
002249.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002249.SZ:2025,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002254.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002254.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002254.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002254.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002254.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002254.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002254.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
002254.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002254.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002255.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002255.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002255.SZ:2019,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification;annual_text_certification,
002255.SZ:2020,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
002255.SZ:2021,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
002255.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002255.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
002255.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002255.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002256.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002256.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002256.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002256.SZ:2020,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
002256.SZ:2021,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
002256.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002256.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
002256.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002256.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002260.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002260.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002260.SZ:2019,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
002260.SZ:2020,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
002260.SZ:2021,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
002260.SZ:2022,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
002265.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002265.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002265.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002265.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002265.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002265.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002265.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
002265.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002265.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002267.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002267.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002267.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002267.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002267.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002267.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002267.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
002267.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002267.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002271.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002271.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002271.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002271.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002271.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002271.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002271.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
002271.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002271.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002272.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002272.SZ:2018,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification;annual_text_certification,
002272.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002272.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002272.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002272.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002272.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
002272.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002272.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002275.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002275.SZ:2018,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
002275.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002275.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002275.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002275.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002275.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
002275.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002275.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002286.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002286.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002286.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002286.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002286.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002286.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002286.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
002286.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002286.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002290.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002290.SZ:2018,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification;annual_text_certification,
002290.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002290.SZ:2020,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
002290.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002290.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
002290.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
002290.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
