sample_id,firm_id,origin,split,decision,document_id,annual_feature_count,candidate_feature_values,verified_feature_values,text_candidate,text_verified,label,industry_status,membership_verified,baseline_ST_verified,registry_label_verified,label_available_date,input_certified,financial_certified,financial_verification_tier,text_verification_tier,unresolved_requirements,baseline_ST_lead,new_ST_followup_lead,lead_is_verified_label,analytical_eligible,reason
000839.SZ:2025,000839.SZ,2025-05-01,test,pending,1223377668,12,0,0,False,False,0,verified_nonfinancial,True,True,True,2026-04-30,False,False,none,none,annual_financial_certification;annual_text_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000850.SZ:2017,000850.SZ,2017-05-01,train,pending,1203194021,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2018-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000850.SZ:2018,000850.SZ,2018-05-01,train,pending,1204488010,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2019-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000850.SZ:2019,000850.SZ,2019-05-01,train,pending,1206158731,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2020-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000850.SZ:2020,000850.SZ,2020-05-01,train,pending,1207549161,12,3,0,True,True,0,verified_nonfinancial,True,True,True,2021-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000850.SZ:2021,000850.SZ,2021-05-01,train,pending,1209866067,12,3,0,True,True,0,verified_nonfinancial,True,True,True,2022-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000850.SZ:2022,000850.SZ,2022-05-01,validation,pending,1213128513,12,3,0,True,True,0,verified_nonfinancial,True,True,True,2023-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000850.SZ:2023,000850.SZ,2023-05-01,validation,pending,1216695462,12,12,0,True,True,0,pending,True,True,True,2024-04-30,True,True,rule_based_source_checks_not_manual_review,rule_based_source_checks_not_manual_review,historical_industry,0,0,False,False,ST_history_label_and_input_certification_pending
000850.SZ:2024,000850.SZ,2024-05-01,test,eligible_awaiting_freeze,1219736453,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2025-04-30,True,True,rule_based_source_checks_not_manual_review,rule_based_source_checks_not_manual_review,,0,0,False,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.
000850.SZ:2025,000850.SZ,2025-05-01,test,pending,1223003618,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2026-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000861.SZ:2017,000861.SZ,2017-05-01,train,pending,1203324397,12,12,0,True,False,0,verified_nonfinancial,True,True,True,2018-04-30,False,False,none,none,annual_financial_certification;annual_text_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000861.SZ:2018,000861.SZ,2018-05-01,train,pending,1204700307,12,12,0,True,False,0,verified_nonfinancial,True,True,True,2019-04-30,False,False,none,none,annual_financial_certification;annual_text_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000861.SZ:2019,000861.SZ,2019-05-01,train,pending,1206119286,12,12,0,True,False,0,verified_nonfinancial,True,True,True,2020-04-30,False,False,none,none,annual_financial_certification;annual_text_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000861.SZ:2020,000861.SZ,2020-05-01,train,pending,1207643181,12,3,0,True,False,0,verified_nonfinancial,True,True,True,2021-04-30,False,False,none,none,annual_financial_certification;annual_text_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000861.SZ:2021,000861.SZ,2021-05-01,train,pending,1209847986,12,3,0,True,False,0,verified_nonfinancial,True,True,True,2022-04-30,False,False,none,none,annual_financial_certification;annual_text_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000861.SZ:2022,000861.SZ,2022-05-01,validation,pending,1213209313,12,3,0,True,False,0,verified_nonfinancial,True,True,True,2023-04-30,False,False,none,none,annual_financial_certification;annual_text_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000861.SZ:2023,000861.SZ,2023-05-01,validation,pending,1216588580,12,12,0,True,False,0,pending,True,True,True,2024-04-30,False,False,none,none,historical_industry;annual_financial_certification;annual_text_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000861.SZ:2024,000861.SZ,2024-05-01,test,excluded,,12,0,0,False,False,,verified_nonfinancial,True,True,False,,False,False,none,none,,0,0,False,False,known_incomplete_followup_due_to_delisting
000868.SZ:2017,000868.SZ,2017-05-01,train,pending,1203155254,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2018-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000868.SZ:2018,000868.SZ,2018-05-01,train,pending,1204496145,12,12,0,True,True,1,verified_nonfinancial,True,True,True,2019-04-17,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,1,False,False,ST_history_label_and_input_certification_pending
000868.SZ:2019,000868.SZ,2019-05-01,train,excluded,,12,0,0,False,False,,verified_nonfinancial,True,False,False,,False,False,none,none,,1,0,False,False,preorigin_financial_industry_or_confirmed_baseline_ST
000868.SZ:2020,000868.SZ,2020-05-01,train,excluded,,12,0,0,False,False,,verified_nonfinancial,True,False,False,,False,False,none,none,,1,0,False,False,preorigin_financial_industry_or_confirmed_baseline_ST
000868.SZ:2021,000868.SZ,2021-05-01,train,pending,1209428328,12,3,0,True,True,0,verified_nonfinancial,True,True,True,2022-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000868.SZ:2022,000868.SZ,2022-05-01,validation,eligible_awaiting_freeze,1212635750,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2023-04-30,True,True,rule_based_source_checks_not_manual_review,rule_based_source_checks_not_manual_review,,0,0,False,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.
000868.SZ:2023,000868.SZ,2023-05-01,validation,pending,1216562190,12,12,0,True,True,0,pending,True,True,True,2024-04-30,True,True,rule_based_source_checks_not_manual_review,rule_based_source_checks_not_manual_review,historical_industry,0,0,False,False,ST_history_label_and_input_certification_pending
000868.SZ:2024,000868.SZ,2024-05-01,test,pending,1219745683,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2025-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000868.SZ:2025,000868.SZ,2025-05-01,test,pending,1222880140,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2026-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000883.SZ:2017,000883.SZ,2017-05-01,train,pending,1203343496,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2018-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000883.SZ:2018,000883.SZ,2018-05-01,train,pending,1204800839,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2019-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000883.SZ:2019,000883.SZ,2019-05-01,train,pending,1206101185,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2020-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000883.SZ:2020,000883.SZ,2020-05-01,train,pending,1207677846,12,3,0,True,True,0,verified_nonfinancial,True,True,True,2021-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000883.SZ:2021,000883.SZ,2021-05-01,train,pending,1209853415,12,3,0,True,True,0,verified_nonfinancial,True,True,True,2022-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000883.SZ:2022,000883.SZ,2022-05-01,validation,pending,1213169462,12,3,0,True,True,0,verified_nonfinancial,True,True,True,2023-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000883.SZ:2023,000883.SZ,2023-05-01,validation,pending,1216662480,12,12,0,False,False,0,pending,True,True,True,2024-04-30,False,False,none,none,historical_industry;annual_financial_certification;annual_text_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000883.SZ:2024,000883.SZ,2024-05-01,test,eligible_awaiting_freeze,1219861084,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2025-04-30,True,True,rule_based_source_checks_not_manual_review,rule_based_source_checks_not_manual_review,,0,0,False,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.
000883.SZ:2025,000883.SZ,2025-05-01,test,pending,1223271159,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2026-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000890.SZ:2017,000890.SZ,2017-05-01,train,pending,1203168566,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2018-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000890.SZ:2018,000890.SZ,2018-05-01,train,pending,1204555169,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2019-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000890.SZ:2019,000890.SZ,2019-05-01,train,pending,1206122788,12,12,0,True,True,1,verified_nonfinancial,True,True,True,2020-04-28,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,1,False,False,ST_history_label_and_input_certification_pending
000890.SZ:2020,000890.SZ,2020-05-01,train,excluded,,12,0,0,False,False,,verified_nonfinancial,True,False,False,,False,False,none,none,,1,0,False,False,preorigin_financial_industry_or_confirmed_baseline_ST
000890.SZ:2021,000890.SZ,2021-05-01,train,excluded,,12,0,0,False,False,,verified_nonfinancial,True,False,False,,False,False,none,none,,1,0,False,False,preorigin_financial_industry_or_confirmed_baseline_ST
000890.SZ:2022,000890.SZ,2022-05-01,validation,pending,1213055560,12,3,0,True,True,0,verified_nonfinancial,True,True,True,2023-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000890.SZ:2023,000890.SZ,2023-05-01,validation,pending,1216702609,12,12,0,True,True,0,pending,True,True,True,2024-04-30,True,True,rule_based_source_checks_not_manual_review,rule_based_source_checks_not_manual_review,historical_industry,0,0,False,False,ST_history_label_and_input_certification_pending
000890.SZ:2024,000890.SZ,2024-05-01,test,eligible_awaiting_freeze,1219842394,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2025-04-30,True,True,rule_based_source_checks_not_manual_review,rule_based_source_checks_not_manual_review,,0,0,False,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.
000890.SZ:2025,000890.SZ,2025-05-01,test,pending,1223317715,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2026-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000897.SZ:2017,000897.SZ,2017-05-01,train,pending,1203225759,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2018-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000897.SZ:2018,000897.SZ,2018-05-01,train,pending,1205219591,12,12,0,True,True,1,verified_nonfinancial,True,True,True,2019-03-21,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,1,False,False,ST_history_label_and_input_certification_pending
000897.SZ:2019,000897.SZ,2019-05-01,train,excluded,,12,0,0,False,False,,verified_nonfinancial,True,False,False,,False,False,none,none,,1,0,False,False,preorigin_financial_industry_or_confirmed_baseline_ST
000897.SZ:2020,000897.SZ,2020-05-01,train,excluded,,12,0,0,False,False,,verified_nonfinancial,True,False,False,,False,False,none,none,,1,0,False,False,preorigin_financial_industry_or_confirmed_baseline_ST
000897.SZ:2021,000897.SZ,2021-05-01,train,pending,1209491037,12,3,0,True,True,0,verified_nonfinancial,True,True,True,2022-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000897.SZ:2022,000897.SZ,2022-05-01,validation,pending,1213001265,12,3,0,True,True,0,verified_nonfinancial,True,True,True,2023-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000897.SZ:2023,000897.SZ,2023-05-01,validation,pending,1216280228,12,12,0,True,True,0,pending,True,True,True,2024-04-30,True,True,rule_based_source_checks_not_manual_review,rule_based_source_checks_not_manual_review,historical_industry,0,0,False,False,ST_history_label_and_input_certification_pending
000897.SZ:2024,000897.SZ,2024-05-01,test,eligible_awaiting_freeze,1219470537,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2025-04-30,True,True,rule_based_source_checks_not_manual_review,rule_based_source_checks_not_manual_review,,0,0,False,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.
000897.SZ:2025,000897.SZ,2025-05-01,test,pending,1223361063,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2026-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000903.SZ:2017,000903.SZ,2017-05-01,train,pending,1203410270,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2018-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000903.SZ:2018,000903.SZ,2018-05-01,train,pending,1204799500,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2019-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000903.SZ:2019,000903.SZ,2019-05-01,train,pending,1205898775,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2020-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000903.SZ:2020,000903.SZ,2020-05-01,train,pending,1207498667,12,3,0,True,True,0,verified_nonfinancial,True,True,True,2021-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000903.SZ:2021,000903.SZ,2021-05-01,train,pending,1209846670,12,3,0,True,True,0,verified_nonfinancial,True,True,True,2022-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000903.SZ:2022,000903.SZ,2022-05-01,validation,pending,1212740336,12,3,0,True,True,0,verified_nonfinancial,True,True,True,2023-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000903.SZ:2023,000903.SZ,2023-05-01,validation,pending,1216683117,12,12,0,True,True,0,pending,True,True,True,2024-04-30,True,True,rule_based_source_checks_not_manual_review,rule_based_source_checks_not_manual_review,historical_industry,0,0,False,False,ST_history_label_and_input_certification_pending
000903.SZ:2024,000903.SZ,2024-05-01,test,eligible_awaiting_freeze,1219914150,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2025-04-30,True,True,rule_based_source_checks_not_manual_review,rule_based_source_checks_not_manual_review,,0,0,False,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.
000903.SZ:2025,000903.SZ,2025-05-01,test,pending,1223415269,12,12,0,True,True,1,verified_nonfinancial,True,True,True,2025-07-10,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,1,False,False,ST_history_label_and_input_certification_pending
000920.SZ:2017,000920.SZ,2017-05-01,train,pending,1203223524,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2018-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000920.SZ:2018,000920.SZ,2018-05-01,train,pending,1204545136,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2019-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000920.SZ:2019,000920.SZ,2019-05-01,train,pending,1205955119,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2020-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000920.SZ:2020,000920.SZ,2020-05-01,train,pending,1207452317,12,3,0,True,True,0,verified_nonfinancial,True,True,True,2021-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000920.SZ:2021,000920.SZ,2021-05-01,train,pending,1209475245,12,3,0,True,True,0,verified_nonfinancial,True,True,True,2022-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000920.SZ:2022,000920.SZ,2022-05-01,validation,eligible_awaiting_freeze,1213262144,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2023-04-30,True,True,rule_based_source_checks_not_manual_review,rule_based_source_checks_not_manual_review,,0,0,False,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.
000920.SZ:2023,000920.SZ,2023-05-01,validation,pending,1216357642,12,12,0,True,True,0,pending,True,True,True,2024-04-30,True,True,rule_based_source_checks_not_manual_review,rule_based_source_checks_not_manual_review,historical_industry,0,0,False,False,ST_history_label_and_input_certification_pending
000920.SZ:2024,000920.SZ,2024-05-01,test,eligible_awaiting_freeze,1219446301,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2025-04-30,True,True,rule_based_source_checks_not_manual_review,rule_based_source_checks_not_manual_review,,0,0,False,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.
000920.SZ:2025,000920.SZ,2025-05-01,test,pending,1222926680,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2026-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000925.SZ:2017,000925.SZ,2017-05-01,train,pending,1203402375,12,12,0,True,False,0,verified_nonfinancial,True,True,True,2018-04-30,False,False,none,none,annual_financial_certification;annual_text_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000925.SZ:2018,000925.SZ,2018-05-01,train,pending,1204669529,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2019-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000925.SZ:2019,000925.SZ,2019-05-01,train,pending,1206022974,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2020-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000925.SZ:2020,000925.SZ,2020-05-01,train,pending,1207684032,12,3,0,True,False,0,verified_nonfinancial,True,True,True,2021-04-30,False,False,none,none,annual_financial_certification;annual_text_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000925.SZ:2021,000925.SZ,2021-05-01,train,pending,1209847417,12,3,0,True,False,0,verified_nonfinancial,True,True,True,2022-04-30,False,False,none,none,annual_financial_certification;annual_text_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000925.SZ:2022,000925.SZ,2022-05-01,validation,pending,1213029200,12,3,0,True,False,0,verified_nonfinancial,True,True,True,2023-04-30,False,False,none,none,annual_financial_certification;annual_text_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000925.SZ:2023,000925.SZ,2023-05-01,validation,pending,1216562336,12,12,0,True,False,0,pending,True,True,True,2024-04-30,False,False,none,none,historical_industry;annual_financial_certification;annual_text_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000925.SZ:2024,000925.SZ,2024-05-01,test,pending,1219868091,12,12,0,True,False,0,verified_nonfinancial,True,True,True,2025-04-30,False,False,none,none,annual_financial_certification;annual_text_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000925.SZ:2025,000925.SZ,2025-05-01,test,pending,1223240224,12,12,0,True,False,0,verified_nonfinancial,True,True,True,2026-04-30,False,False,none,none,annual_financial_certification;annual_text_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000933.SZ:2017,000933.SZ,2017-05-01,train,excluded,,12,0,0,False,False,,verified_nonfinancial,True,False,False,,False,False,none,none,,1,0,False,False,preorigin_financial_industry_or_confirmed_baseline_ST
000933.SZ:2018,000933.SZ,2018-05-01,train,pending,1204826596,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2019-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000933.SZ:2019,000933.SZ,2019-05-01,train,pending,1206123364,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2020-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000933.SZ:2020,000933.SZ,2020-05-01,train,eligible_awaiting_freeze,1207663991,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2021-04-30,True,True,rule_based_source_checks_not_manual_review,rule_based_source_checks_not_manual_review,,0,0,False,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.
000933.SZ:2021,000933.SZ,2021-05-01,train,pending,1209638011,12,3,0,True,True,0,verified_nonfinancial,True,True,True,2022-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000933.SZ:2022,000933.SZ,2022-05-01,validation,pending,1212710445,12,0,0,True,False,0,verified_nonfinancial,True,True,True,2023-04-30,False,False,none,none,annual_financial_certification;annual_text_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000933.SZ:2023,000933.SZ,2023-05-01,validation,pending,1216236727,12,12,0,True,False,0,pending,True,True,True,2024-04-30,False,False,none,none,historical_industry;annual_financial_certification;annual_text_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000933.SZ:2024,000933.SZ,2024-05-01,test,pending,1219401996,12,12,0,True,False,0,verified_nonfinancial,True,True,True,2025-04-30,False,False,none,none,annual_financial_certification;annual_text_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000933.SZ:2025,000933.SZ,2025-05-01,test,pending,1222881387,12,12,0,True,False,0,verified_nonfinancial,True,True,True,2026-04-30,False,False,none,none,annual_financial_certification;annual_text_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000937.SZ:2017,000937.SZ,2017-05-01,train,pending,1203312492,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2018-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000937.SZ:2018,000937.SZ,2018-05-01,train,pending,1204645850,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2019-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000937.SZ:2019,000937.SZ,2019-05-01,train,pending,1205955097,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2020-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000937.SZ:2020,000937.SZ,2020-05-01,train,pending,1207656995,12,3,0,True,True,0,verified_nonfinancial,True,True,True,2021-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000937.SZ:2021,000937.SZ,2021-05-01,train,pending,1209850658,12,3,0,True,True,0,verified_nonfinancial,True,True,True,2022-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000937.SZ:2022,000937.SZ,2022-05-01,validation,pending,1213208504,12,3,0,True,True,0,verified_nonfinancial,True,True,True,2023-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000937.SZ:2023,000937.SZ,2023-05-01,validation,pending,1216617445,12,12,0,True,True,0,pending,True,True,True,2024-04-30,True,True,rule_based_source_checks_not_manual_review,rule_based_source_checks_not_manual_review,historical_industry,0,0,False,False,ST_history_label_and_input_certification_pending
000937.SZ:2024,000937.SZ,2024-05-01,test,eligible_awaiting_freeze,1219595642,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2025-04-30,True,True,rule_based_source_checks_not_manual_review,rule_based_source_checks_not_manual_review,,0,0,False,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.
000937.SZ:2025,000937.SZ,2025-05-01,test,pending,1223238330,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2026-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000978.SZ:2017,000978.SZ,2017-05-01,train,pending,1203225829,12,0,0,True,True,0,verified_nonfinancial,True,True,True,2018-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000978.SZ:2018,000978.SZ,2018-05-01,train,pending,1204556701,12,0,0,True,True,0,verified_nonfinancial,True,True,True,2019-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000978.SZ:2019,000978.SZ,2019-05-01,train,pending,1205966479,12,0,0,True,True,0,verified_nonfinancial,True,True,True,2020-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000978.SZ:2020,000978.SZ,2020-05-01,train,pending,1207404472,12,0,0,True,True,0,verified_nonfinancial,True,True,True,2021-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000978.SZ:2021,000978.SZ,2021-05-01,train,pending,1209795970,12,0,0,True,True,0,verified_nonfinancial,True,True,True,2022-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000978.SZ:2022,000978.SZ,2022-05-01,validation,pending,1212748377,12,0,0,True,True,0,verified_nonfinancial,True,True,True,2023-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000978.SZ:2023,000978.SZ,2023-05-01,validation,pending,1216416381,12,0,0,True,True,0,pending,True,True,True,2024-04-30,False,False,none,rule_based_source_checks_not_manual_review,historical_industry;annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000978.SZ:2024,000978.SZ,2024-05-01,test,pending,1219462130,12,0,0,True,True,0,verified_nonfinancial,True,True,True,2025-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000978.SZ:2025,000978.SZ,2025-05-01,test,pending,1223070689,12,0,0,True,True,0,verified_nonfinancial,True,True,True,2026-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
000979.SZ:2017,000979.SZ,2017-05-01,train,pending,1203384373,12,12,0,True,True,0,verified_nonfinancial,True,True,True,2018-04-30,False,False,none,rule_based_source_checks_not_manual_review,annual_financial_certification,0,0,False,False,ST_history_label_and_input_certification_pending
