sample_id,firm_id,origin,followup_end_exclusive,membership,baseline_ST,registry_label,label_available_date,event_date,event_source_row,status,reason
002046.SZ:2021,002046.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002046.SZ:2022,002046.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002046.SZ:2023,002046.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002046.SZ:2024,002046.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002046.SZ:2025,002046.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002050.SZ:2017,002050.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002050.SZ:2018,002050.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002050.SZ:2019,002050.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002050.SZ:2020,002050.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002050.SZ:2021,002050.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002050.SZ:2022,002050.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002050.SZ:2023,002050.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002050.SZ:2024,002050.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002050.SZ:2025,002050.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002053.SZ:2017,002053.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002053.SZ:2018,002053.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002053.SZ:2019,002053.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002053.SZ:2020,002053.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002053.SZ:2021,002053.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002053.SZ:2022,002053.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002053.SZ:2023,002053.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002053.SZ:2024,002053.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002053.SZ:2025,002053.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002056.SZ:2017,002056.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002056.SZ:2018,002056.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002056.SZ:2019,002056.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002056.SZ:2020,002056.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002056.SZ:2021,002056.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002056.SZ:2022,002056.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002056.SZ:2023,002056.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002056.SZ:2024,002056.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002056.SZ:2025,002056.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002064.SZ:2017,002064.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002064.SZ:2018,002064.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002064.SZ:2019,002064.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002064.SZ:2020,002064.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002064.SZ:2021,002064.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002064.SZ:2022,002064.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002064.SZ:2023,002064.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002064.SZ:2024,002064.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002064.SZ:2025,002064.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002069.SZ:2017,002069.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002069.SZ:2018,002069.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002069.SZ:2019,002069.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002069.SZ:2020,002069.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002069.SZ:2021,002069.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002069.SZ:2022,002069.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,1,2022-05-06,2022-05-06,1494,verified_registry_endpoint,new_ST_name_transition
002069.SZ:2023,002069.SZ,2023-05-01,2024-05-01,verified_listing_interval,1,,,,,excluded,ST_at_origin
002069.SZ:2024,002069.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002069.SZ:2025,002069.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002071.SZ:2017,002071.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002071.SZ:2018,002071.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002071.SZ:2019,002071.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002071.SZ:2020,002071.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,1,2020-06-22,2020-06-22,2530,verified_registry_endpoint,new_ST_name_transition
002071.SZ:2021,002071.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,,,,,right_censored,delisted_before_followup_end_without_observed_ST
002089.SZ:2017,002089.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002089.SZ:2018,002089.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002089.SZ:2019,002089.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,1,2019-05-06,2019-05-06,2792,verified_registry_endpoint,new_ST_name_transition
002089.SZ:2020,002089.SZ,2020-05-01,2021-05-01,verified_listing_interval,1,,,,,excluded,ST_at_origin
002089.SZ:2021,002089.SZ,2021-05-01,2022-05-01,verified_listing_interval,1,,,,,excluded,ST_at_origin
002089.SZ:2022,002089.SZ,2022-05-01,2023-05-01,verified_listing_interval,1,,,,,excluded,ST_at_origin
002089.SZ:2023,002089.SZ,2023-05-01,2024-05-01,verified_listing_interval,1,,,,,excluded,ST_at_origin
002092.SZ:2017,002092.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002092.SZ:2018,002092.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002092.SZ:2019,002092.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002092.SZ:2020,002092.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002092.SZ:2021,002092.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002092.SZ:2022,002092.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002092.SZ:2023,002092.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002092.SZ:2024,002092.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,1,2024-05-21,2024-05-21,651,verified_registry_endpoint,new_ST_name_transition
002092.SZ:2025,002092.SZ,2025-05-01,2026-05-01,verified_listing_interval,1,,,,,excluded,ST_at_origin
002102.SZ:2017,002102.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002102.SZ:2018,002102.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,1,2018-10-16,2018-10-16,2925,verified_registry_endpoint,new_ST_name_transition
002102.SZ:2019,002102.SZ,2019-05-01,2020-05-01,verified_listing_interval,1,,,,,excluded,ST_at_origin
002102.SZ:2020,002102.SZ,2020-05-01,2021-05-01,verified_listing_interval,1,,,,,excluded,ST_at_origin
002102.SZ:2021,002102.SZ,2021-05-01,2022-05-01,verified_listing_interval,1,,,,,excluded,ST_at_origin
002102.SZ:2022,002102.SZ,2022-05-01,2023-05-01,verified_listing_interval,1,,,,,excluded,ST_at_origin
002102.SZ:2023,002102.SZ,2023-05-01,2024-05-01,verified_listing_interval,1,,,,,excluded,ST_at_origin
002102.SZ:2024,002102.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002102.SZ:2025,002102.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,1,2026-04-30,2026-04-30,141,verified_registry_endpoint,new_ST_name_transition
002106.SZ:2017,002106.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002106.SZ:2018,002106.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002106.SZ:2019,002106.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002106.SZ:2020,002106.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002106.SZ:2021,002106.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002106.SZ:2022,002106.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002106.SZ:2023,002106.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002106.SZ:2024,002106.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002106.SZ:2025,002106.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002110.SZ:2017,002110.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002110.SZ:2018,002110.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002110.SZ:2019,002110.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002110.SZ:2020,002110.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002110.SZ:2021,002110.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002110.SZ:2022,002110.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002110.SZ:2023,002110.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002110.SZ:2024,002110.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002110.SZ:2025,002110.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002112.SZ:2017,002112.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002112.SZ:2018,002112.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002112.SZ:2019,002112.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002112.SZ:2020,002112.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002112.SZ:2021,002112.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002112.SZ:2022,002112.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002112.SZ:2023,002112.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002112.SZ:2024,002112.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002112.SZ:2025,002112.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002117.SZ:2017,002117.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002117.SZ:2018,002117.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002117.SZ:2019,002117.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002117.SZ:2020,002117.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002117.SZ:2021,002117.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002117.SZ:2022,002117.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002117.SZ:2023,002117.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002117.SZ:2024,002117.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002117.SZ:2025,002117.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002120.SZ:2017,002120.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002120.SZ:2018,002120.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002120.SZ:2019,002120.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002120.SZ:2020,002120.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002120.SZ:2021,002120.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002120.SZ:2022,002120.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002120.SZ:2023,002120.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002120.SZ:2024,002120.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002120.SZ:2025,002120.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002121.SZ:2017,002121.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002121.SZ:2018,002121.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002121.SZ:2019,002121.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,1,2020-04-30,2020-04-30,2601,verified_registry_endpoint,new_ST_name_transition
002121.SZ:2020,002121.SZ,2020-05-01,2021-05-01,verified_listing_interval,1,,,,,excluded,ST_at_origin
002121.SZ:2021,002121.SZ,2021-05-01,2022-05-01,verified_listing_interval,1,,,,,excluded,ST_at_origin
002121.SZ:2022,002121.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002121.SZ:2023,002121.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002121.SZ:2024,002121.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002121.SZ:2025,002121.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002125.SZ:2017,002125.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002125.SZ:2018,002125.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002125.SZ:2019,002125.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002125.SZ:2020,002125.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002125.SZ:2021,002125.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002125.SZ:2022,002125.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002125.SZ:2023,002125.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002125.SZ:2024,002125.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002125.SZ:2025,002125.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002140.SZ:2017,002140.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002140.SZ:2018,002140.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002140.SZ:2019,002140.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002140.SZ:2020,002140.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002140.SZ:2021,002140.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002140.SZ:2022,002140.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002140.SZ:2023,002140.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002140.SZ:2024,002140.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002140.SZ:2025,002140.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002141.SZ:2017,002141.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002141.SZ:2018,002141.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002141.SZ:2019,002141.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002141.SZ:2020,002141.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002141.SZ:2021,002141.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002141.SZ:2022,002141.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002141.SZ:2023,002141.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,1,2024-04-29,2024-04-29,699,verified_registry_endpoint,new_ST_name_transition
002141.SZ:2024,002141.SZ,2024-05-01,2025-05-01,verified_listing_interval,1,,,,,excluded,ST_at_origin
002141.SZ:2025,002141.SZ,2025-05-01,2026-05-01,verified_listing_interval,1,,,,,excluded,ST_at_origin
002142.SZ:2017,002142.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002142.SZ:2018,002142.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002142.SZ:2019,002142.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002142.SZ:2020,002142.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002142.SZ:2021,002142.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002142.SZ:2022,002142.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002142.SZ:2023,002142.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002142.SZ:2024,002142.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002142.SZ:2025,002142.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002145.SZ:2017,002145.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002145.SZ:2018,002145.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002145.SZ:2019,002145.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002145.SZ:2020,002145.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002145.SZ:2021,002145.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002145.SZ:2022,002145.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002145.SZ:2023,002145.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002145.SZ:2024,002145.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002145.SZ:2025,002145.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
002154.SZ:2017,002154.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
